source,target,mapping
/ad4.ondersteunendWegdeel_v.WEGINDELING,/ad5.verharding_v.type_rijstrook,/Asfaltverharding
/ad4.wegdeel_v.WEGINDELING,/ad5.verharding_v.type_rijstrook,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.vegen,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.verhoogde ligging,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.VERWERKINGSSTATUS,/ad5.verharding_v.verwerkingsstatus,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.VERWERKINGSSTATUS,/ad5.verharding_v.verwerkingsstatus,/Asfaltverharding
/ad4.wegdeel_v.VERWERKINGSSTATUS,/ad5.verharding_v.verwerkingsstatus,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.voeg,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.voegvulling,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.waterschapnaam,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig,/Asfaltverharding
/ad4.wegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig_gedetailleerd,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig_gedetailleerd,/Asfaltverharding
/ad4.wegdeel_v.GEBRUIKSFUNCTIE,/ad5.verharding_v.wegcategorie_duurzaam_veilig_gedetailleerd,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.wegnummer,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.WEGTYPE,/ad5.verharding_v.wegtype_bestaand,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.WEGTYPE,/ad5.verharding_v.wegtype_bestaand,/Asfaltverharding
/ad4.wegdeel_v.WEGTYPE,/ad5.verharding_v.wegtype_bestaand,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.WGV_NUMMER,/ad5.verharding_v.wegvaknummer,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.WGV_NUMMER,/ad5.verharding_v.wegvaknummer,/Asfaltverharding
/ad4.wegdeel_v.WGV_NUMMER,/ad5.verharding_v.wegvaknummer,/Asfaltverharding
/ad4.onbegroeidTerreindeel_v.SHAPE_Area,/ad5.verharding_v.werkelijke_oppervlakte,/Asfaltverharding
/ad4.ondersteunendWegdeel_v.SHAPE_Area,/ad5.verharding_v.werkelijke_oppervlakte,/Asfaltverharding
/ad4.wegdeel_v.SHAPE_Area,/ad5.verharding_v.werkelijke_oppervlakte,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.wijknaam,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.woonplaatsnaam,/Asfaltverharding
/ad4.wegdeel_v.x,/ad5.verharding_v.zettingsgevoeligheid,/Asfaltverharding
